No.,allowed,link
1,true,https://accounts.google.com/ServiceLogin?service=wise&passive=1209600&osid=1&continue=https://drive.google.com/file/d/1CuW6QU6qFgB5bmr0o23tMLrt3HQ1-6Cq/view?usp%3Dsharing&followup=https://drive.google.com/file/d/1CuW6QU6qFgB5bmr0o23tMLrt3HQ1-6Cq/view?usp%3Dsharing&ec=GAZAGQ
